"Date","Price","Open","High","Low","Vol.","Change %"
"Feb 18, 2015","1,603.14","1,590.71","1,603.70","1,590.21","18.19B","0.97%"
"Feb 17, 2015","1,587.75","1,607.32","1,610.21","1,587.75","14.62B","-1.26%"
"Feb 16, 2015","1,608.04","1,616.89","1,619.17","1,607.83","10.87B","-0.49%"
"Feb 13, 2015","1,615.89","1,616.79","1,619.65","1,611.58","11.98B","0.15%"
"Feb 12, 2015","1,613.40","1,606.06","1,613.44","1,598.64","10.71B","0.52%"
"Feb 11, 2015","1,605.11","1,599.42","1,605.69","1,583.93","11.62B","0.64%"
"Feb 10, 2015","1,594.96","1,600.57","1,606.69","1,592.59","13.26B","-0.43%"
"Feb 09, 2015","1,601.77","1,609.78","1,614.97","1,601.77","14.94B","-0.73%"
"Feb 06, 2015","1,613.63","1,614.47","1,615.78","1,609.07","10.77B","0.36%"
"Feb 05, 2015","1,607.92","1,595.06","1,607.92","1,588.06","10.84B","0.51%"
"Feb 04, 2015","1,599.81","1,616.41","1,619.77","1,599.81","13.78B","-0.17%"
"Feb 03, 2015","1,602.54","1,592.08","1,604.84","1,591.85","17.02B","1.25%"
"Feb 02, 2015","1,582.70","1,577.65","1,583.99","1,571.69","20.48B","0.09%"
"Jan 30, 2015","1,581.25","1,591.54","1,592.83","1,581.01","12.63B","-0.32%"
"Jan 29, 2015","1,586.40","1,591.94","1,599.49","1,582.36","20.48B","-0.40%"
"Jan 28, 2015","1,592.81","1,594.50","1,603.12","1,582.66","15.50B","0.19%"
"Jan 27, 2015","1,589.81","1,589.44","1,605.67","1,586.94","13.41B","0.09%"
"Jan 26, 2015","1,588.31","1,602.13","1,610.78","1,588.04","12.42B","-0.63%"
"Jan 23, 2015","1,598.33","1,570.81","1,601.05","1,569.52","14.42B","2.43%"
"Jan 22, 2015","1,560.34","1,546.76","1,561.30","1,543.67","14.02B","1.49%"
"Jan 21, 2015","1,537.36","1,538.31","1,540.08","1,530.83","12.52B","0.15%"
"Jan 20, 2015","1,535.09","1,539.46","1,542.60","1,531.55","12.45B","-0.02%"
"Jan 19, 2015","1,535.37","1,528.03","1,536.14","1,524.62","9.19B","1.16%"
"Jan 16, 2015","1,517.74","1,515.71","1,525.65","1,514.83","9.61B","-0.37%"
"Jan 15, 2015","1,523.38","1,528.83","1,535.56","1,521.01","9.33B","0.01%"
"Jan 14, 2015","1,523.24","1,539.58","1,548.24","1,521.81","18.59B","-0.76%"
"Jan 13, 2015","1,534.97","1,520.71","1,537.08","1,515.08","12.73B","0.25%"
"Jan 12, 2015","1,531.21","1,527.42","1,538.93","1,522.17","11.35B","0.12%"
"Jan 09, 2015","1,529.42","1,529.50","1,531.21","1,522.75","32.28B","0.51%"
"Jan 08, 2015","1,521.62","1,514.90","1,523.32","1,514.18","18.00B","1.39%"
"Jan 07, 2015","1,500.75","1,478.84","1,500.83","1,478.26","12.40B","1.57%"
"Jan 06, 2015","1,477.58","1,467.97","1,478.35","1,459.22","31.34B","-0.38%"
"Jan 05, 2015","1,483.25","1,499.70","1,502.10","1,482.87","7.13B","-0.96%"
"Dec 30, 2014","1,497.67","1,496.89","1,499.89","1,486.30","5.88B","-0.04%"
"Dec 29, 2014","1,498.22","1,515.49","1,516.17","1,493.39","7.40B","-0.81%"
"Dec 26, 2014","1,510.41","1,503.49","1,512.03","1,493.40","15.01B","0.37%"
"Dec 25, 2014","1,504.89","1,517.54","1,517.99","1,496.20","9.51B","-1.32%"
"Dec 24, 2014","1,525.06","1,536.24","1,538.47","1,524.87","10.27B","-0.40%"
"Dec 23, 2014","1,531.17","1,535.22","1,539.23","1,525.35","11.04B","-0.37%"
"Dec 22, 2014","1,536.83","1,522.49","1,536.83","1,519.73","10.05B","1.48%"
"Dec 19, 2014","1,514.35","1,527.08","1,528.05","1,505.10","13.09B","-0.16%"
"Dec 18, 2014","1,516.79","1,504.72","1,516.79","1,501.08","15.67B","2.47%"
"Dec 17, 2014","1,480.20","1,464.64","1,487.48","1,461.33","15.02B","1.26%"
"Dec 16, 2014","1,461.74","1,442.82","1,476.34","1,422.63","18.99B","-1.13%"
"Dec 15, 2014","1,478.49","1,490.44","1,494.10","1,375.99","50.63B","-2.41%"
"Dec 12, 2014","1,514.95","1,523.53","1,530.74","1,513.39","16.03B","-0.78%"
"Dec 11, 2014","1,526.81","1,546.18","1,548.11","1,508.24","21.68B","-2.10%"
"Dec 09, 2014","1,559.56","1,573.89","1,576.11","1,556.50","14.99B","-1.01%"
"Dec 08, 2014","1,575.55","1,600.99","1,603.89","1,573.49","15.72B","-1.39%"
"Dec 04, 2014","1,597.76","1,597.03","1,599.77","1,592.76","11.90B","0.20%"
"Dec 03, 2014","1,594.58","1,597.33","1,600.29","1,589.04","12.10B","0.04%"
"Dec 02, 2014","1,594.00","1,596.71","1,598.93","1,586.23","12.72B","0.01%"
"Dec 01, 2014","1,593.82","1,590.89","1,598.05","1,586.37","35.81B","-0.01%"
"Nov 28, 2014","1,593.91","1,596.49","1,600.65","1,591.71","24.36B","-0.37%"
"Nov 27, 2014","1,599.82","1,593.41","1,602.28","1,593.00","18.62B","0.55%"
"Nov 26, 2014","1,591.00","1,596.29","1,599.73","1,589.65","25.59B","-0.36%"
"Nov 25, 2014","1,596.80","1,591.23","1,596.82","1,585.29","14.07B","0.42%"
"Nov 24, 2014","1,590.14","1,587.35","1,592.20","1,584.54","15.81B","0.69%"
"Nov 21, 2014","1,579.20","1,568.56","1,581.12","1,567.32","14.42B","0.67%"
"Nov 20, 2014","1,568.68","1,579.51","1,580.33","1,567.31","13.08B","-0.56%"
"Nov 19, 2014","1,577.55","1,585.14","1,586.02","1,576.21","12.31B","-0.24%"
"Nov 18, 2014","1,581.27","1,571.81","1,587.13","1,571.37","16.84B","0.78%"
"Nov 17, 2014","1,569.07","1,576.41","1,577.63","1,568.70","15.68B","-0.43%"
"Nov 14, 2014","1,575.88","1,580.41","1,580.92","1,572.87","15.61B","-0.08%"
"Nov 13, 2014","1,577.21","1,561.89","1,577.21","1,555.75","20.10B","0.97%"
"Nov 12, 2014","1,562.03","1,572.45","1,575.15","1,559.09","22.26B","-0.58%"
"Nov 11, 2014","1,571.20","1,569.00","1,576.52","1,563.58","24.04B","0.25%"
"Nov 10, 2014","1,567.34","1,581.77","1,582.33","1,567.14","20.41B","-0.70%"
"Nov 07, 2014","1,578.37","1,585.10","1,586.32","1,574.49","21.40B","-0.15%"
"Nov 06, 2014","1,580.77","1,581.32","1,585.98","1,576.05","19.64B","0.21%"
"Nov 05, 2014","1,577.40","1,585.84","1,587.83","1,572.77","32.78B","-0.49%"
"Nov 04, 2014","1,585.15","1,583.55","1,585.46","1,576.62","26.14B","0.38%"
"Nov 03, 2014","1,579.18","1,591.02","1,591.15","1,576.37","28.42B","-0.31%"
"Oct 31, 2014","1,584.16","1,570.97","1,584.35","1,567.27","22.63B","1.20%"
"Oct 30, 2014","1,565.35","1,565.86","1,570.06","1,559.96","34.89B","0.17%"
"Oct 29, 2014","1,562.67","1,564.51","1,570.13","1,560.96","41.55B","0.39%"
"Oct 28, 2014","1,556.53","1,549.06","1,557.18","1,545.83","28.71B","0.56%"
"Oct 27, 2014","1,547.89","1,542.69","1,548.04","1,538.01","26.76B","0.52%"
"Oct 24, 2014","1,539.91","1,537.99","1,540.92","1,534.81","12.78B","0.47%"
"Oct 22, 2014","1,532.72","1,534.03","1,535.38","1,523.89","18.40B","0.43%"
"Oct 21, 2014","1,526.14","1,529.73","1,530.84","1,520.89","15.65B","-0.03%"
"Oct 20, 2014","1,526.67","1,541.10","1,542.60","1,525.77","11.72B","-0.13%"
"Oct 17, 2014","1,528.71","1,529.36","1,532.26","1,519.76","12.13B","0.17%"
"Oct 16, 2014","1,526.15","1,540.90","1,544.27","1,526.12","22.25B","-1.37%"
"Oct 15, 2014","1,547.41","1,550.69","1,556.47","1,547.13","16.22B","0.04%"
"Oct 14, 2014","1,546.78","1,544.65","1,552.15","1,544.08","25.14B","0.29%"
"Oct 13, 2014","1,542.35","1,544.66","1,548.39","1,538.35","21.60B","-0.67%"
"Oct 10, 2014","1,552.72","1,545.77","1,555.09","1,544.39","11.76B","-0.51%"
"Oct 09, 2014","1,560.61","1,553.65","1,561.79","1,550.51","21.34B","1.12%"
"Oct 08, 2014","1,543.39","1,529.18","1,546.58","1,527.88","19.61B","0.26%"
"Oct 07, 2014","1,539.39","1,544.87","1,551.84","1,534.42","16.05B","-0.24%"
"Oct 06, 2014","1,543.13","1,572.31","1,574.52","1,542.43","13.78B","-1.73%"
"Oct 03, 2014","1,570.28","1,568.18","1,573.43","1,553.33","22.61B","0.04%"
"Oct 02, 2014","1,569.73","1,582.21","1,587.54","1,565.29","20.55B","-1.11%"
"Oct 01, 2014","1,587.35","1,590.13","1,595.21","1,585.22","13.19B","0.11%"
"Sep 30, 2014","1,585.67","1,586.18","1,592.79","1,581.17","13.21B","-0.01%"
"Sep 29, 2014","1,585.79","1,601.38","1,602.21","1,578.99","15.24B","-0.90%"
"Sep 26, 2014","1,600.16","1,591.02","1,600.16","1,590.34","15.69B","0.51%"
"Sep 25, 2014","1,591.99","1,595.60","1,598.45","1,591.99","14.37B","0.01%"
"Sep 24, 2014","1,591.89","1,593.42","1,597.51","1,588.97","12.32B","0.11%"
"Sep 23, 2014","1,590.13","1,593.16","1,596.23","1,585.75","26.76B","0.04%"
"Sep 22, 2014","1,589.51","1,584.26","1,592.94","1,583.22","26.26B","0.29%"
"Sep 19, 2014","1,584.91","1,590.68","1,592.42","1,582.60","18.49B","0.04%"
"Sep 18, 2014","1,584.23","1,576.88","1,584.23","1,574.96","17.58B","0.87%"
"Sep 17, 2014","1,570.64","1,571.90","1,575.67","1,562.04","29.79B","0.33%"
"Sep 16, 2014","1,565.41","1,583.74","1,583.91","1,565.41","14.74B","-0.87%"
"Sep 15, 2014","1,579.12","1,577.71","1,583.61","1,575.30","11.36B","-0.14%"
"Sep 12, 2014","1,581.36","1,583.38","1,584.92","1,569.23","11.69B","0.03%"
"Sep 11, 2014","1,580.87","1,582.21","1,589.93","1,579.01","14.49B","-0.08%"
"Sep 10, 2014","1,582.13","1,577.26","1,584.99","1,566.44","11.93B","-0.07%"
"Sep 09, 2014","1,583.18","1,586.88","1,589.87","1,580.59","13.62B","-0.10%"
"Sep 08, 2014","1,584.77","1,589.39","1,591.60","1,584.77","13.17B","0.03%"
"Sep 05, 2014","1,584.32","1,583.47","1,585.96","1,578.39","9.45B","0.29%"
"Sep 04, 2014","1,579.73","1,585.60","1,586.93","1,576.80","10.26B","-0.22%"
"Sep 03, 2014","1,583.27","1,574.19","1,584.70","1,572.43","12.87B","0.94%"
"Sep 02, 2014","1,568.60","1,568.71","1,572.32","1,565.36","11.91B","0.21%"
"Sep 01, 2014","1,565.35","1,568.38","1,571.74","1,565.08","8.40B","0.24%"
"Aug 29, 2014","1,561.63","1,554.90","1,565.14","1,553.83","9.92B","0.17%"
"Aug 28, 2014","1,559.05","1,566.73","1,567.88","1,551.20","8.03B","-0.35%"
"Aug 27, 2014","1,564.58","1,564.41","1,570.86","1,559.30","8.42B","0.28%"
"Aug 26, 2014","1,560.17","1,565.48","1,567.68","1,559.16","10.16B","-0.19%"
"Aug 25, 2014","1,563.13","1,561.40","1,567.24","1,558.19","10.29B","0.40%"
"Aug 22, 2014","1,556.97","1,556.40","1,559.21","1,555.01","13.84B","0.36%"
"Aug 21, 2014","1,551.41","1,550.26","1,555.71","1,549.16","15.10B","0.04%"
"Aug 20, 2014","1,550.77","1,546.57","1,552.52","1,546.42","11.01B","0.51%"
"Aug 19, 2014","1,542.85","1,550.55","1,551.52","1,542.73","12.58B","0.03%"
"Aug 18, 2014","1,542.36","1,548.42","1,550.72","1,539.57","12.34B","-0.28%"
"Aug 15, 2014","1,546.62","1,543.42","1,550.65","1,536.75","9.93B","0.30%"
"Aug 14, 2014","1,541.97","1,550.83","1,552.66","1,538.67","11.44B","-0.17%"
"Aug 13, 2014","1,544.55","1,530.96","1,546.32","1,529.72","10.77B","1.59%"
"Aug 08, 2014","1,520.31","1,512.82","1,520.98","1,510.05","8.23B","-0.13%"
"Aug 07, 2014","1,522.27","1,525.06","1,526.33","1,514.53","8.84B","-0.01%"
"Aug 06, 2014","1,522.41","1,527.11","1,532.30","1,521.92","9.47B","-0.43%"
"Aug 05, 2014","1,528.98","1,522.87","1,532.17","1,520.65","9.50B","0.63%"
"Aug 04, 2014","1,519.38","1,504.35","1,520.48","1,501.61","9.26B","1.28%"
"Aug 01, 2014","1,500.20","1,488.50","1,501.76","1,487.40","8.82B","-0.15%"
"Jul 31, 2014","1,502.39","1,513.92","1,525.34","1,501.36","10.08B","-1.08%"
"Jul 30, 2014","1,518.79","1,521.33","1,529.04","1,500.05","16.51B","-0.12%"
"Jul 29, 2014","1,520.55","1,541.27","1,546.72","1,518.75","13.36B","-1.14%"
"Jul 28, 2014","1,538.13","1,545.52","1,546.59","1,532.36","9.82B","-0.37%"
"Jul 25, 2014","1,543.85","1,545.59","1,548.16","1,538.33","10.91B","-0.00%"
"Jul 24, 2014","1,543.92","1,545.54","1,546.04","1,538.48","15.39B","0.15%"
"Jul 23, 2014","1,541.56","1,527.35","1,541.76","1,526.45","25.38B","1.36%"
"Jul 22, 2014","1,520.81","1,543.56","1,545.29","1,516.93","31.06B","-1.15%"
"Jul 21, 2014","1,538.55","1,536.73","1,542.88","1,534.10","30.38B","0.34%"
"Jul 18, 2014","1,533.41","1,532.52","1,538.53","1,523.53","15.77B","-0.15%"
"Jul 17, 2014","1,535.66","1,529.11","1,535.72","1,526.37","13.11B","0.34%"
"Jul 16, 2014","1,530.42","1,527.13","1,534.95","1,525.68","10.75B","0.39%"
"Jul 15, 2014","1,524.53","1,533.29","1,534.40","1,521.79","11.64B","-0.31%"
"Jul 14, 2014","1,529.23","1,524.98","1,531.63","1,523.05","8.34B","0.74%"
"Jul 10, 2014","1,518.01","1,513.25","1,518.92","1,512.32","12.66B","0.67%"
"Jul 09, 2014","1,507.92","1,505.60","1,511.85","1,504.08","10.56B","0.02%"
"Jul 08, 2014","1,507.58","1,506.01","1,513.12","1,505.63","7.86B","0.29%"
"Jul 07, 2014","1,503.21","1,500.87","1,507.02","1,498.83","8.50B","0.49%"
"Jul 04, 2014","1,495.83","1,498.28","1,504.91","1,495.65","12.30B","0.18%"
"Jul 03, 2014","1,493.21","1,492.87","1,495.98","1,488.27","12.96B","0.09%"
"Jul 02, 2014","1,491.81","1,492.05","1,494.54","1,487.00","9.73B","0.41%"
"Jun 30, 2014","1,485.75","1,488.92","1,493.14","1,484.62","8.13B","0.17%"
"Jun 27, 2014","1,483.24","1,480.75","1,489.72","1,473.10","7.97B","0.39%"
"Jun 26, 2014","1,477.48","1,472.50","1,478.51","1,471.69","7.45B","0.61%"
"Jun 25, 2014","1,468.49","1,462.55","1,469.48","1,459.89","8.07B","0.52%"
"Jun 24, 2014","1,460.92","1,466.69","1,467.10","1,453.09","10.98B","-0.53%"
"Jun 23, 2014","1,468.70","1,471.91","1,474.46","1,466.19","14.39B","0.10%"
"Jun 20, 2014","1,467.29","1,464.86","1,468.46","1,460.48","10.56B","0.37%"
"Jun 19, 2014","1,461.91","1,455.89","1,462.91","1,447.20","8.85B","0.73%"
"Jun 18, 2014","1,451.36","1,471.86","1,473.19","1,450.16","8.54B","-1.34%"
"Jun 17, 2014","1,471.02","1,475.87","1,477.53","1,468.80","9.54B","-0.06%"
"Jun 16, 2014","1,471.85","1,460.29","1,474.51","1,460.21","7.74B","1.09%"
"Jun 13, 2014","1,456.02","1,456.60","1,463.49","1,453.91","11.39B","-0.07%"
"Jun 12, 2014","1,457.02","1,461.30","1,466.38","1,457.02","11.89B","-0.46%"
"Jun 11, 2014","1,463.71","1,470.04","1,470.85","1,456.74","13.82B","-0.37%"
"Jun 10, 2014","1,469.19","1,454.40","1,469.48","1,450.95","12.16B","0.82%"
"Jun 09, 2014","1,457.30","1,464.71","1,466.15","1,454.05","7.11B","-0.05%"
"Jun 06, 2014","1,458.02","1,461.80","1,463.06","1,455.49","8.04B","0.33%"
"Jun 05, 2014","1,453.16","1,454.11","1,455.08","1,444.98","10.81B","0.26%"
"Jun 04, 2014","1,449.40","1,456.06","1,458.03","1,447.65","9.53B","-0.33%"
"Jun 03, 2014","1,454.24","1,455.33","1,458.02","1,445.37","10.03B","0.92%"
"Jun 02, 2014","1,440.94","1,424.81","1,441.92","1,423.57","10.01B","1.78%"
"May 30, 2014","1,415.73","1,412.51","1,419.96","1,411.71","8.69B","0.51%"
"May 29, 2014","1,408.51","1,404.92","1,413.25","1,404.43","7.03B","0.41%"
"May 28, 2014","1,402.79","1,399.90","1,409.73","1,398.76","8.48B","0.72%"
"May 27, 2014","1,392.73","1,391.99","1,395.76","1,385.79","7.63B","0.32%"
"May 26, 2014","1,388.29","1,398.04","1,398.44","1,381.01","8.28B","-0.61%"
"May 23, 2014","1,396.84","1,377.23","1,397.29","1,375.41","8.94B","-0.60%"
"May 22, 2014","1,405.21","1,410.48","1,415.36","1,401.73","7.67B","0.16%"
"May 21, 2014","1,402.92","1,394.28","1,406.34","1,393.26","6.32B","0.59%"
"May 20, 2014","1,394.69","1,394.58","1,400.63","1,387.62","9.08B","-1.13%"
"May 19, 2014","1,410.63","1,405.42","1,410.73","1,404.13","4.13B","0.38%"
"May 16, 2014","1,405.26","1,390.87","1,409.11","1,389.05","5.33B","0.72%"
"May 15, 2014","1,395.21","1,394.74","1,396.84","1,387.86","5.65B","-0.06%"
"May 14, 2014","1,396.03","1,380.80","1,396.04","1,380.74","6.47B","1.52%"
"May 12, 2014","1,375.14","1,375.88","1,379.27","1,369.63","4.21B","-0.16%"
"May 09, 2014","1,377.37","1,376.40","1,385.18","1,371.62","4.27B","-0.12%"
"May 08, 2014","1,379.02","1,399.45","1,401.13","1,377.51","5.69B","-1.68%"
"May 07, 2014","1,402.61","1,391.51","1,403.55","1,388.29","5.29B","-0.10%"
"May 06, 2014","1,404.01","1,423.91","1,426.52","1,403.95","5.77B","-1.23%"
"May 02, 2014","1,421.48","1,416.30","1,421.95","1,415.56","4.79B","0.46%"
"Apr 30, 2014","1,414.94","1,413.74","1,419.38","1,412.64","8.16B","0.18%"
"Apr 29, 2014","1,412.33","1,409.02","1,414.15","1,405.04","5.62B","0.08%"
"Apr 28, 2014","1,411.23","1,409.56","1,417.02","1,409.19","7.83B","0.22%"
"Apr 25, 2014","1,408.16","1,419.63","1,423.27","1,408.16","7.68B","-1.02%"
"Apr 24, 2014","1,422.67","1,424.80","1,426.53","1,419.40","7.35B","-0.05%"
"Apr 23, 2014","1,423.39","1,418.57","1,424.99","1,417.83","5.64B","0.59%"
"Apr 22, 2014","1,415.05","1,417.28","1,419.41","1,408.87","4.86B","0.14%"
"Apr 21, 2014","1,413.07","1,410.05","1,416.79","1,406.64","5.34B","0.28%"
"Apr 18, 2014","1,409.18","1,411.14","1,414.97","1,407.89","5.55B","0.03%"
"Apr 17, 2014","1,408.78","1,401.34","1,411.51","1,401.02","5.57B","0.50%"
"Apr 16, 2014","1,401.84","1,390.19","1,401.84","1,389.56","3.66B","0.91%"
"Apr 11, 2014","1,389.16","1,384.14","1,389.47","1,381.07","3.03B","-0.03%"
"Apr 10, 2014","1,389.56","1,384.88","1,389.78","1,380.19","4.15B","0.55%"
"Apr 09, 2014","1,382.02","1,384.06","1,389.57","1,380.55","4.08B","0.19%"
"Apr 08, 2014","1,379.34","1,392.70","1,399.07","1,378.97","4.19B","-0.91%"
"Apr 04, 2014","1,392.01","1,392.19","1,397.46","1,388.64","4.49B","0.06%"
"Apr 03, 2014","1,391.22","1,395.33","1,398.73","1,387.95","5.29B","-0.39%"
"Apr 02, 2014","1,396.62","1,390.37","1,397.48","1,385.28","5.14B","0.66%"
"Apr 01, 2014","1,387.48","1,377.99","1,387.58","1,374.95","3.69B","0.82%"
"Mar 31, 2014","1,376.26","1,373.54","1,378.39","1,371.35","3.34B","0.54%"
"Mar 28, 2014","1,368.90","1,356.77","1,377.88","1,355.97","4.08B","0.96%"
"Mar 27, 2014","1,355.95","1,361.91","1,365.82","1,354.69","5.40B","-0.33%"
"Mar 26, 2014","1,360.44","1,357.99","1,363.27","1,356.42","3.57B","0.47%"
"Mar 25, 2014","1,354.01","1,351.14","1,354.30","1,341.60","4.63B","0.30%"
"Mar 24, 2014","1,349.90","1,359.65","1,360.29","1,348.24","4.67B","-0.78%"
"Mar 21, 2014","1,360.50","1,362.69","1,364.15","1,353.38","4.41B","-0.07%"
"Mar 20, 2014","1,361.47","1,357.62","1,361.47","1,351.36","5.04B","-0.21%"
"Mar 19, 2014","1,364.27","1,375.90","1,381.12","1,360.26","7.05B","-0.64%"
"Mar 18, 2014","1,373.08","1,379.94","1,381.21","1,372.63","7.46B","-0.29%"
"Mar 17, 2014","1,377.10","1,373.79","1,377.29","1,366.75","5.90B","0.36%"
"Mar 14, 2014","1,372.18","1,364.17","1,372.18","1,360.51","8.34B","0.12%"
"Mar 13, 2014","1,370.50","1,361.69","1,370.73","1,361.24","6.24B","1.04%"
"Mar 12, 2014","1,356.42","1,359.63","1,364.92","1,356.41","5.34B","-0.58%"
"Mar 11, 2014","1,364.28","1,352.62","1,366.06","1,351.84","7.82B","1.13%"
"Mar 10, 2014","1,349.05","1,354.21","1,355.90","1,338.48","5.92B","-0.44%"
"Mar 07, 2014","1,355.08","1,355.00","1,358.00","1,351.07","5.45B","0.21%"
"Mar 06, 2014","1,352.21","1,352.18","1,354.08","1,348.22","7.29B","0.04%"
"Mar 05, 2014","1,351.64","1,354.64","1,357.39","1,343.54","7.22B","0.43%"
"Mar 04, 2014","1,345.82","1,344.40","1,350.44","1,343.56","5.81B","0.49%"
"Mar 03, 2014","1,339.21","1,330.73","1,346.71","1,330.53","6.06B","1.05%"
"Feb 28, 2014","1,325.33","1,318.26","1,326.64","1,314.27","6.54B","0.55%"
"Feb 27, 2014","1,318.05","1,306.52","1,321.02","1,305.69","4.98B","1.03%"
"Feb 26, 2014","1,304.62","1,304.35","1,309.34","1,302.64","4.61B","0.06%"
"Feb 25, 2014","1,303.88","1,304.66","1,312.73","1,299.70","7.86B","0.19%"
"Feb 24, 2014","1,301.38","1,298.61","1,304.66","1,294.27","5.60B","-0.22%"
"Feb 21, 2014","1,304.21","1,304.70","1,309.63","1,295.74","5.89B","0.02%"
"Feb 20, 2014","1,303.98","1,314.36","1,317.23","1,300.91","8.76B","-1.29%"
"Feb 19, 2014","1,321.00","1,331.45","1,332.55","1,318.55","8.80B","-0.39%"
"Feb 18, 2014","1,326.21","1,328.45","1,330.03","1,315.22","7.23B","-0.46%"
"Feb 17, 2014","1,332.37","1,319.36","1,333.30","1,316.87","5.14B","1.56%"
"Feb 13, 2014","1,311.87","1,314.27","1,317.08","1,308.40","5.90B","-0.17%"
"Feb 12, 2014","1,314.06","1,299.37","1,314.07","1,298.54","5.58B","1.37%"
"Feb 11, 2014","1,296.25","1,293.07","1,299.85","1,288.36","3.95B","0.43%"
"Feb 10, 2014","1,290.66","1,301.41","1,303.44","1,288.26","4.23B","-0.45%"
"Feb 07, 2014","1,296.49","1,302.84","1,306.12","1,295.29","7.29B","0.10%"
"Feb 06, 2014","1,295.24","1,289.35","1,295.38","1,285.39","4.72B","1.17%"
"Feb 05, 2014","1,280.25","1,283.22","1,287.05","1,272.04","5.54B","0.27%"
"Feb 04, 2014","1,276.84","1,281.34","1,283.18","1,273.94","3.28B","-1.24%"
"Feb 03, 2014","1,292.81","1,282.30","1,295.13","1,280.90","3.88B","1.45%"
"Jan 31, 2014","1,274.28","1,267.83","1,274.50","1,266.78","2.58B","0.81%"
"Jan 30, 2014","1,264.07","1,263.85","1,267.98","1,258.05","3.49B","-0.58%"
"Jan 29, 2014","1,271.42","1,274.65","1,279.32","1,267.82","3.43B","-0.03%"
"Jan 28, 2014","1,271.79","1,286.73","1,287.81","1,268.07","4.50B","-1.30%"
"Jan 27, 2014","1,288.59","1,296.47","1,298.06","1,287.35","3.99B","-1.98%"
"Jan 24, 2014","1,314.63","1,314.54","1,320.65","1,307.16","4.63B","0.48%"
"Jan 23, 2014","1,308.34","1,292.72","1,312.18","1,288.71","4.58B","1.38%"
"Jan 22, 2014","1,290.49","1,282.20","1,296.03","1,280.09","4.32B","-0.20%"
"Jan 21, 2014","1,293.10","1,294.68","1,304.28","1,285.17","4.89B","0.24%"
"Jan 20, 2014","1,289.99","1,290.95","1,297.93","1,287.84","4.90B","-0.42%"
"Jan 17, 2014","1,295.41","1,305.07","1,306.82","1,287.20","6.88B","-0.47%"
"Jan 16, 2014","1,301.48","1,281.26","1,304.89","1,280.09","6.48B","1.91%"
"Jan 15, 2014","1,277.03","1,293.39","1,297.76","1,275.78","5.16B","-1.45%"
"Jan 14, 2014","1,295.87","1,276.39","1,300.65","1,274.33","5.93B","0.96%"
"Jan 13, 2014","1,283.56","1,244.21","1,283.76","1,244.14","4.34B","2.24%"
"Jan 10, 2014","1,255.45","1,247.27","1,259.50","1,240.38","4.28B","-0.22%"
"Jan 09, 2014","1,258.26","1,264.03","1,277.50","1,255.11","4.77B","0.04%"
"Jan 08, 2014","1,257.73","1,261.69","1,273.62","1,253.60","4.69B","-0.37%"
"Jan 07, 2014","1,262.36","1,236.41","1,262.44","1,235.51","5.07B","2.56%"
"Jan 06, 2014","1,230.84","1,222.69","1,231.62","1,205.44","4.86B","0.51%"
"Jan 03, 2014","1,224.62","1,215.86","1,234.52","1,208.60","5.27B","-0.50%"
"Jan 02, 2014","1,230.77","1,291.93","1,292.77","1,230.77","6.32B","-5.23%"
"Dec 27, 2013","1,298.71","1,305.28","1,306.24","1,286.70","4.73B","-0.75%"
"Dec 26, 2013","1,308.46","1,333.63","1,334.25","1,301.37","4.09B","-1.80%"
"Dec 25, 2013","1,332.45","1,328.96","1,333.67","1,327.42","2.81B","0.40%"
"Dec 24, 2013","1,327.13","1,321.74","1,334.96","1,320.89","3.53B","0.07%"
"Dec 23, 2013","1,326.14","1,341.83","1,342.87","1,322.57","4.34B","-1.23%"
"Dec 20, 2013","1,342.72","1,345.91","1,346.43","1,331.80","3.68B","-0.29%"
"Dec 19, 2013","1,346.63","1,350.93","1,353.88","1,343.61","4.75B","-0.24%"
"Dec 18, 2013","1,349.86","1,341.58","1,353.97","1,340.66","4.79B","0.95%"
"Dec 17, 2013","1,337.18","1,335.59","1,340.70","1,334.24","4.63B","0.66%"
"Dec 16, 2013","1,328.40","1,337.54","1,338.74","1,326.01","4.53B","-0.95%"
"Dec 13, 2013","1,341.13","1,354.91","1,357.44","1,336.79","6.21B","-1.11%"
"Dec 12, 2013","1,356.21","1,364.43","1,368.42","1,356.09","4.75B","-0.96%"
"Dec 11, 2013","1,369.35","1,362.50","1,371.94","1,361.67","4.51B","0.14%"
"Dec 09, 2013","1,367.42","1,370.51","1,378.02","1,356.72","4.82B","0.43%"
"Dec 06, 2013","1,361.57","1,373.59","1,376.71","1,355.02","4.95B","-1.09%"
"Dec 04, 2013","1,376.63","1,381.17","1,388.53","1,376.63","4.85B","-0.52%"
"Dec 03, 2013","1,383.89","1,373.58","1,392.94","1,372.48","7.63B","0.70%"
"Dec 02, 2013","1,374.26","1,358.89","1,374.46","1,351.67","5.57B","0.23%"
"Nov 29, 2013","1,371.13","1,356.43","1,371.34","1,352.65","5.34B","0.86%"
"Nov 28, 2013","1,359.45","1,377.04","1,379.01","1,356.91","6.74B","-0.99%"
"Nov 27, 2013","1,373.11","1,355.78","1,373.70","1,354.60","6.48B","1.06%"
"Nov 26, 2013","1,358.69","1,347.46","1,367.02","1,345.19","7.08B","0.43%"
"Nov 25, 2013","1,352.86","1,345.97","1,359.90","1,345.02","5.11B","-0.46%"
