"Date","Price","Open","High","Low","Change %"
"Apr 25, 1985","322.50","322.50","322.50","322.50","0.16%"
"Apr 24, 1985","322.00","322.00","322.00","322.00","-1.41%"
"Apr 23, 1985","326.60","326.60","326.60","326.60","-0.34%"
"Apr 22, 1985","327.70","327.70","327.70","327.70","0.21%"
"Apr 19, 1985","327.00","327.00","327.00","327.00","-0.82%"
"Apr 18, 1985","329.70","329.70","329.70","329.70","0.73%"
"Apr 17, 1985","327.30","327.30","327.30","327.30","-0.97%"
"Apr 16, 1985","330.50","330.50","330.50","330.50","-1.11%"
"Apr 15, 1985","334.20","334.20","334.20","334.20","1.30%"
"Apr 12, 1985","329.90","329.90","329.90","329.90","-0.69%"
"Apr 11, 1985","332.20","332.20","332.20","332.20","1.53%"
"Apr 10, 1985","327.20","327.20","327.20","327.20","1.27%"
"Apr 09, 1985","323.10","323.10","323.10","323.10","1.76%"
"Apr 08, 1985","317.50","317.50","317.50","317.50","0.25%"
"Apr 04, 1985","316.70","316.70","316.70","316.70","-1.40%"
"Apr 03, 1985","321.20","321.20","321.20","321.20","0.78%"
"Apr 02, 1985","318.70","318.70","318.70","318.70","-0.75%"
"Apr 01, 1985","321.10","321.10","321.10","321.10","-2.46%"
"Mar 29, 1985","329.20","329.20","329.20","329.20","0.92%"
"Mar 28, 1985","326.20","326.20","326.20","326.20","-1.27%"
"Mar 27, 1985","330.40","330.40","330.40","330.40","2.07%"
"Mar 26, 1985","323.70","323.70","323.70","323.70","2.89%"
"Mar 25, 1985","314.60","314.60","314.60","314.60","-0.29%"
"Mar 22, 1985","315.50","315.50","315.50","315.50","-0.94%"
"Mar 21, 1985","318.50","318.50","318.50","318.50","-1.70%"
"Mar 20, 1985","324.00","324.00","324.00","324.00","2.31%"
"Mar 19, 1985","316.70","316.70","316.70","316.70","5.99%"
"Mar 18, 1985","298.80","298.80","298.80","298.80","2.08%"
"Mar 15, 1985","292.70","292.70","292.70","292.70","0.69%"
"Mar 14, 1985","290.70","290.70","290.70","290.70","0.17%"
"Mar 13, 1985","290.20","290.20","290.20","290.20","0.62%"
"Mar 12, 1985","288.40","288.40","288.40","288.40","-0.89%"
"Mar 11, 1985","291.00","291.00","291.00","291.00","0.00%"
"Mar 08, 1985","291.00","291.00","291.00","291.00","0.48%"
"Mar 07, 1985","289.60","289.60","289.60","289.60","0.77%"
"Mar 06, 1985","287.40","287.40","287.40","287.40","-0.17%"
"Mar 05, 1985","287.90","287.90","287.90","287.90","-0.24%"
"Mar 04, 1985","288.60","288.60","288.60","288.60","0.49%"
"Mar 01, 1985","287.20","287.20","287.20","287.20","-0.17%"
"Feb 28, 1985","287.70","287.70","287.70","287.70","-1.07%"
"Feb 27, 1985","290.80","290.80","290.80","290.80","1.79%"
"Feb 26, 1985","285.70","285.70","285.70","285.70","0.53%"
"Feb 25, 1985","284.20","284.20","284.20","284.20","-4.76%"
"Feb 22, 1985","298.40","298.40","298.40","298.40","-0.47%"
"Feb 21, 1985","299.80","299.80","299.80","299.80","-1.02%"
"Feb 20, 1985","302.90","302.90","302.90","302.90","0.10%"
"Feb 19, 1985","302.60","302.60","302.60","302.60","-0.46%"
"Feb 15, 1985","304.00","304.00","304.00","304.00","-0.03%"
"Feb 14, 1985","304.10","304.10","304.10","304.10","0.30%"
"Feb 13, 1985","303.20","303.20","303.20","303.20","0.23%"
"Feb 12, 1985","302.50","302.50","302.50","302.50","0.80%"
"Feb 11, 1985","300.10","300.10","300.10","300.10","0.10%"
"Feb 08, 1985","299.80","299.80","299.80","299.80","-0.60%"
"Feb 07, 1985","301.60","301.60","301.60","301.60","-0.40%"
"Feb 06, 1985","302.80","302.80","302.80","302.80","0.26%"
"Feb 05, 1985","302.00","302.00","302.00","302.00","0.27%"
"Feb 04, 1985","301.20","301.20","301.20","301.20","-0.79%"
"Feb 01, 1985","303.60","303.60","303.60","303.60","-0.98%"
"Jan 31, 1985","306.60","306.60","306.60","306.60","1.22%"
"Jan 30, 1985","302.90","302.90","302.90","302.90","-0.10%"
"Jan 29, 1985","303.20","303.20","303.20","303.20","1.85%"
"Jan 28, 1985","297.70","297.70","297.70","297.70","-0.37%"
"Jan 25, 1985","298.80","298.80","298.80","298.80","-0.66%"
"Jan 24, 1985","300.80","300.80","300.80","300.80","0.20%"
"Jan 23, 1985","300.20","300.20","300.20","300.20","-2.18%"
"Jan 22, 1985","306.90","306.90","306.90","306.90","-0.10%"
"Jan 21, 1985","307.20","307.20","307.20","307.20","-0.26%"
"Jan 18, 1985","308.00","308.00","308.00","308.00","0.82%"
"Jan 17, 1985","305.50","305.50","305.50","305.50","0.93%"
"Jan 16, 1985","302.70","302.70","302.70","302.70","0.30%"
"Jan 15, 1985","301.80","301.80","301.80","301.80","0.94%"
"Jan 14, 1985","299.00","299.00","299.00","299.00","-1.71%"
"Jan 11, 1985","304.20","304.20","304.20","304.20","0.13%"
"Jan 10, 1985","303.80","303.80","303.80","303.80","1.10%"
"Jan 09, 1985","300.50","300.50","300.50","300.50","-0.50%"
"Jan 08, 1985","302.00","302.00","302.00","302.00","1.27%"
"Jan 07, 1985","298.20","298.20","298.20","298.20","-1.62%"
"Jan 04, 1985","303.10","303.10","303.10","303.10","0.26%"
"Jan 03, 1985","302.30","302.30","302.30","302.30","-1.05%"
"Jan 02, 1985","305.50","305.50","305.50","305.50","-0.91%"
"Dec 31, 1984","308.30","308.30","308.30","308.30","0.00%"
"Dec 28, 1984","308.30","308.30","308.30","308.30","-0.29%"
"Dec 27, 1984","309.20","309.20","309.20","309.20","-1.09%"
"Dec 26, 1984","312.60","312.60","312.60","312.60","0.51%"
"Dec 21, 1984","311.00","311.00","311.00","311.00","1.14%"
"Dec 20, 1984","307.50","307.50","307.50","307.50","-0.58%"
"Dec 19, 1984","309.30","309.30","309.30","309.30","0.10%"
"Dec 18, 1984","309.00","309.00","309.00","309.00","-1.90%"
"Dec 17, 1984","315.00","315.00","315.00","315.00","-2.33%"
"Dec 14, 1984","322.50","322.50","322.50","322.50","-0.52%"
"Dec 13, 1984","324.20","324.20","324.20","324.20","-0.09%"
"Dec 12, 1984","324.50","324.50","324.50","324.50","-0.67%"
"Dec 11, 1984","326.70","326.70","326.70","326.70","0.15%"
"Dec 10, 1984","326.20","326.20","326.20","326.20","-0.24%"
"Dec 07, 1984","327.00","327.00","327.00","327.00","-1.12%"
"Dec 06, 1984","330.70","330.70","330.70","330.70","0.24%"
"Dec 05, 1984","329.90","329.90","329.90","329.90","-0.63%"
"Dec 04, 1984","332.00","332.00","332.00","332.00","0.76%"
"Dec 03, 1984","329.50","329.50","329.50","329.50","0.15%"
"Nov 30, 1984","329.00","329.00","329.00","329.00","-0.48%"
"Nov 29, 1984","330.60","330.60","330.60","330.60","0.49%"
"Nov 28, 1984","329.00","329.00","329.00","329.00","-1.17%"
"Nov 27, 1984","332.90","332.90","332.90","332.90","-1.19%"
"Nov 26, 1984","336.90","336.90","336.90","336.90","-1.00%"
"Nov 23, 1984","340.30","340.30","340.30","340.30","0.00%"
"Nov 21, 1984","340.30","340.30","340.30","340.30","-0.67%"
"Nov 20, 1984","342.60","342.60","342.60","342.60","-0.23%"
"Nov 19, 1984","343.40","343.40","343.40","343.40","-0.46%"
"Nov 16, 1984","345.00","345.00","345.00","345.00","0.38%"
"Nov 15, 1984","343.70","343.70","343.70","343.70","-0.61%"
"Nov 14, 1984","345.80","345.80","345.80","345.80","-1.31%"
"Nov 13, 1984","350.40","350.40","350.40","350.40","1.36%"
"Nov 12, 1984","345.70","345.70","345.70","345.70","-0.32%"
"Nov 09, 1984","346.80","346.80","346.80","346.80","-0.09%"
"Nov 08, 1984","347.10","347.10","347.10","347.10","-0.14%"
"Nov 07, 1984","347.60","347.60","347.60","347.60","1.52%"
"Nov 06, 1984","342.40","342.40","342.40","342.40","0.00%"
"Nov 05, 1984","342.40","342.40","342.40","342.40","-0.20%"
"Nov 02, 1984","343.10","343.10","343.10","343.10","2.79%"
"Nov 01, 1984","333.80","333.80","333.80","333.80","0.09%"
"Oct 31, 1984","333.50","333.50","333.50","333.50","-0.60%"
"Oct 30, 1984","335.50","335.50","335.50","335.50","-0.21%"
"Oct 29, 1984","336.20","336.20","336.20","336.20","-0.41%"
"Oct 26, 1984","337.60","337.60","337.60","337.60","-0.27%"
"Oct 25, 1984","338.50","338.50","338.50","338.50","-0.44%"
"Oct 24, 1984","340.00","340.00","340.00","340.00","0.00%"
"Oct 23, 1984","340.00","340.00","340.00","340.00","0.47%"
"Oct 22, 1984","338.40","338.40","338.40","338.40","-0.32%"
"Oct 19, 1984","339.50","339.50","339.50","339.50","0.00%"
"Oct 18, 1984","339.50","339.50","339.50","339.50","-0.29%"
"Oct 17, 1984","340.50","340.50","340.50","340.50","0.29%"
"Oct 16, 1984","339.50","339.50","339.50","339.50","0.27%"
"Oct 15, 1984","338.60","338.60","338.60","338.60","-0.09%"
"Oct 12, 1984","338.90","338.90","338.90","338.90","0.24%"
"Oct 11, 1984","338.10","338.10","338.10","338.10","0.12%"
"Oct 10, 1984","337.70","337.70","337.70","337.70","-0.97%"
"Oct 09, 1984","341.00","341.00","341.00","341.00","-0.81%"
"Oct 08, 1984","343.80","343.80","343.80","343.80","0.00%"
"Oct 05, 1984","343.80","343.80","343.80","343.80","-0.69%"
"Oct 04, 1984","346.20","346.20","346.20","346.20","-0.66%"
"Oct 03, 1984","348.50","348.50","348.50","348.50","0.96%"
"Oct 02, 1984","345.20","345.20","345.20","345.20","-0.06%"
"Oct 01, 1984","345.40","345.40","345.40","345.40","0.49%"
"Sep 28, 1984","343.70","343.70","343.70","343.70","-0.43%"
"Sep 27, 1984","345.20","345.20","345.20","345.20","-0.26%"
"Sep 26, 1984","346.10","346.10","346.10","346.10","0.32%"
"Sep 25, 1984","345.00","345.00","345.00","345.00","-0.78%"
"Sep 24, 1984","347.70","347.70","347.70","347.70","1.22%"
"Sep 21, 1984","343.50","343.50","343.50","343.50","1.42%"
"Sep 20, 1984","338.70","338.70","338.70","338.70","-0.38%"
"Sep 19, 1984","340.00","340.00","340.00","340.00","0.98%"
"Sep 18, 1984","336.70","336.70","336.70","336.70","0.45%"
"Sep 17, 1984","335.20","335.20","335.20","335.20","-1.82%"
"Sep 14, 1984","341.40","341.40","341.40","341.40","1.37%"
"Sep 13, 1984","336.80","336.80","336.80","336.80","-0.50%"
"Sep 12, 1984","338.50","338.50","338.50","338.50","-0.53%"
"Sep 11, 1984","340.30","340.30","340.30","340.30","0.56%"
"Sep 10, 1984","338.40","338.40","338.40","338.40","-0.38%"
"Sep 07, 1984","339.70","339.70","339.70","339.70","-0.23%"
"Sep 06, 1984","340.50","340.50","340.50","340.50","0.68%"
"Sep 05, 1984","338.20","338.20","338.20","338.20","-0.88%"
"Sep 04, 1984","341.20","341.20","341.20","341.20","-2.01%"
"Aug 31, 1984","348.20","348.20","348.20","348.20","0.29%"
"Aug 30, 1984","347.20","347.20","347.20","347.20","-0.94%"
"Aug 29, 1984","350.50","350.50","350.50","350.50","0.23%"
"Aug 28, 1984","349.70","349.70","349.70","349.70","0.49%"
"Aug 27, 1984","348.00","348.00","348.00","348.00","-0.57%"
"Aug 24, 1984","350.00","350.00","350.00","350.00","-0.34%"
"Aug 23, 1984","351.20","351.20","351.20","351.20","1.80%"
"Aug 22, 1984","345.00","345.00","345.00","345.00","-0.29%"
"Aug 21, 1984","346.00","346.00","346.00","346.00","-0.94%"
"Aug 20, 1984","349.30","349.30","349.30","349.30","-0.77%"
"Aug 17, 1984","352.00","352.00","352.00","352.00","-0.06%"
"Aug 16, 1984","352.20","352.20","352.20","352.20","0.37%"
"Aug 15, 1984","350.90","350.90","350.90","350.90","-0.88%"
"Aug 14, 1984","354.00","354.00","354.00","354.00","3.06%"
"Aug 13, 1984","343.50","343.50","343.50","343.50","-0.92%"
"Aug 10, 1984","346.70","346.70","346.70","346.70","0.73%"
"Aug 09, 1984","344.20","344.20","344.20","344.20","-0.09%"
"Aug 08, 1984","344.50","344.50","344.50","344.50","0.73%"
"Aug 07, 1984","342.00","342.00","342.00","342.00","-2.06%"
"Aug 06, 1984","349.20","349.20","349.20","349.20","0.00%"
"Aug 03, 1984","349.20","349.20","349.20","349.20","1.51%"
"Aug 02, 1984","344.00","344.00","344.00","344.00","1.47%"
"Aug 01, 1984","339.00","339.00","339.00","339.00","-0.96%"
"Jul 31, 1984","342.30","342.30","342.30","342.30","1.12%"
"Jul 30, 1984","338.50","338.50","338.50","338.50","0.98%"
"Jul 27, 1984","335.20","335.20","335.20","335.20","-2.61%"
"Jul 26, 1984","344.20","344.20","344.20","344.20","0.73%"
"Jul 25, 1984","341.70","341.70","341.70","341.70","0.95%"
"Jul 24, 1984","338.50","338.50","338.50","338.50","1.04%"
"Jul 23, 1984","335.00","335.00","335.00","335.00","-2.05%"
"Jul 20, 1984","342.00","342.00","342.00","342.00","-2.34%"
"Jul 19, 1984","350.20","350.20","350.20","350.20","1.30%"
"Jul 18, 1984","345.70","345.70","345.70","345.70","-0.40%"
"Jul 17, 1984","347.10","347.10","347.10","347.10","-0.86%"
"Jul 16, 1984","350.10","350.10","350.10","350.10","1.48%"
"Jul 13, 1984","345.00","345.00","345.00","345.00","1.14%"
"Jul 12, 1984","341.10","341.10","341.10","341.10","0.56%"
"Jul 11, 1984","339.20","339.20","339.20","339.20","-1.45%"
"Jul 10, 1984","344.20","344.20","344.20","344.20","1.68%"
"Jul 09, 1984","338.50","338.50","338.50","338.50","-4.16%"
"Jul 06, 1984","353.20","353.20","353.20","353.20","-3.18%"
"Jul 05, 1984","364.80","364.80","364.80","364.80","-0.95%"
"Jul 03, 1984","368.30","368.30","368.30","368.30","-0.46%"
"Jul 02, 1984","370.00","370.00","370.00","370.00","-0.80%"
"Jun 29, 1984","373.00","373.00","373.00","373.00","0.03%"
"Jun 28, 1984","372.90","372.90","372.90","372.90","1.00%"
"Jun 27, 1984","369.20","369.20","369.20","369.20","-0.08%"
"Jun 26, 1984","369.50","369.50","369.50","369.50","0.08%"
"Jun 25, 1984","369.20","369.20","369.20","369.20","-1.34%"
"Jun 22, 1984","374.20","374.20","374.20","374.20","0.94%"
"Jun 21, 1984","370.70","370.70","370.70","370.70","0.19%"
"Jun 20, 1984","370.00","370.00","370.00","370.00","-0.16%"
"Jun 19, 1984","370.60","370.60","370.60","370.60","0.73%"
"Jun 18, 1984","367.90","367.90","367.90","367.90","-0.03%"
"Jun 15, 1984","368.00","368.00","368.00","368.00","-2.02%"
"Jun 14, 1984","375.60","375.60","375.60","375.60","0.43%"
"Jun 13, 1984","374.00","374.00","374.00","374.00","-0.27%"
"Jun 12, 1984","375.00","375.00","375.00","375.00","-1.96%"
"Jun 11, 1984","382.50","382.50","382.50","382.50","-0.91%"
"Jun 08, 1984","386.00","386.00","386.00","386.00","-1.58%"
"Jun 07, 1984","392.20","392.20","392.20","392.20","0.15%"
"Jun 06, 1984","391.60","391.60","391.60","391.60","-0.53%"
"Jun 05, 1984","393.70","393.70","393.70","393.70","0.69%"
"Jun 04, 1984","391.00","391.00","391.00","391.00","-0.69%"
"Jun 01, 1984","393.70","393.70","393.70","393.70","2.47%"
"May 31, 1984","384.20","384.20","384.20","384.20","-0.57%"
"May 30, 1984","386.40","386.40","386.40","386.40","0.21%"
"May 29, 1984","385.60","385.60","385.60","385.60","0.36%"
"May 25, 1984","384.20","384.20","384.20","384.20","2.29%"
"May 24, 1984","375.60","375.60","375.60","375.60","-0.77%"
"May 23, 1984","378.50","378.50","378.50","378.50","-0.26%"
"May 22, 1984","379.50","379.50","379.50","379.50","-0.32%"
"May 21, 1984","380.70","380.70","380.70","380.70","1.36%"
"May 18, 1984","375.60","375.60","375.60","375.60","-0.24%"
"May 17, 1984","376.50","376.50","376.50","376.50","0.35%"
"May 16, 1984","375.20","375.20","375.20","375.20","0.54%"
"May 15, 1984","373.20","373.20","373.20","373.20","0.19%"
"May 14, 1984","372.50","372.50","372.50","372.50","0.00%"
"May 11, 1984","372.50","372.50","372.50","372.50","0.22%"
"May 10, 1984","371.70","371.70","371.70","371.70","-0.24%"
"May 09, 1984","372.60","372.60","372.60","372.60","0.30%"
"May 08, 1984","371.50","371.50","371.50","371.50","-0.80%"
"May 07, 1984","374.50","374.50","374.50","374.50","-0.58%"
"May 04, 1984","376.70","376.70","376.70","376.70","-0.48%"
"May 03, 1984","378.50","378.50","378.50","378.50","0.32%"
"May 02, 1984","377.30","377.30","377.30","377.30","0.21%"
"May 01, 1984","376.50","376.50","376.50","376.50","0.19%"
"Apr 30, 1984","375.80","375.80","375.80","375.80","-0.90%"
"Apr 27, 1984","379.20","379.20","379.20","379.20","-0.18%"
"Apr 26, 1984","379.90","379.90","379.90","379.90","-0.63%"
"Apr 25, 1984","382.30","382.30","382.30","382.30","-0.23%"
"Apr 24, 1984","383.20","383.20","383.20","383.20","-1.03%"
"Apr 23, 1984","387.20","387.20","387.20","387.20","0.60%"
"Apr 19, 1984","384.90","384.90","384.90","384.90","1.16%"
"Apr 18, 1984","380.50","380.50","380.50","380.50","0.08%"
"Apr 17, 1984","380.20","380.20","380.20","380.20","0.03%"
"Apr 16, 1984","380.10","380.10","380.10","380.10","0.24%"
"Apr 13, 1984","379.20","379.20","379.20","379.20","-0.71%"
"Apr 12, 1984","381.90","381.90","381.90","381.90","-0.68%"
"Apr 11, 1984","384.50","384.50","384.50","384.50","0.84%"
"Apr 10, 1984","381.30","381.30","381.30","381.30","-0.29%"
"Apr 09, 1984","382.40","382.40","382.40","382.40","0.58%"
"Apr 06, 1984","380.20","380.20","380.20","380.20","-0.26%"
"Apr 05, 1984","381.20","381.20","381.20","381.20","0.00%"
"Apr 04, 1984","381.20","381.20","381.20","381.20","0.21%"
"Apr 03, 1984","380.40","380.40","380.40","380.40","-1.76%"
"Apr 02, 1984","387.20","387.20","387.20","387.20","-0.33%"
"Mar 30, 1984","388.50","388.50","388.50","388.50","-0.44%"
"Mar 29, 1984","390.20","390.20","390.20","390.20","1.17%"
"Mar 28, 1984","385.70","385.70","385.70","385.70","-0.80%"
"Mar 27, 1984","388.80","388.80","388.80","388.80","0.36%"
"Mar 26, 1984","387.40","387.40","387.40","387.40","-0.13%"
"Mar 23, 1984","387.90","387.90","387.90","387.90","-0.36%"
"Mar 22, 1984","389.30","389.30","389.30","389.30","-0.76%"
"Mar 21, 1984","392.30","392.30","392.30","392.30","-0.38%"
"Mar 20, 1984","393.80","393.80","393.80","393.80","0.05%"
"Mar 19, 1984","393.60","393.60","393.60","393.60","0.23%"
"Mar 16, 1984","392.70","392.70","392.70","392.70","-0.46%"
"Mar 15, 1984","394.50","394.50","394.50","394.50","-1.30%"
"Mar 14, 1984","399.70","399.70","399.70","399.70","0.63%"
"Mar 13, 1984","397.20","397.20","397.20","397.20","0.38%"
"Mar 12, 1984","395.70","395.70","395.70","395.70","-1.05%"
"Mar 09, 1984","399.90","399.90","399.90","399.90","0.68%"
"Mar 08, 1984","397.20","397.20","397.20","397.20","-0.38%"
"Mar 07, 1984","398.70","398.70","398.70","398.70","-0.94%"
"Mar 06, 1984","402.50","402.50","402.50","402.50","-0.81%"
"Mar 05, 1984","405.80","405.80","405.80","405.80","1.70%"
"Mar 02, 1984","399.00","399.00","399.00","399.00","1.60%"
"Mar 01, 1984","392.70","392.70","392.70","392.70","-0.38%"
"Feb 29, 1984","394.20","394.20","394.20","394.20","-1.25%"
"Feb 28, 1984","399.20","399.20","399.20","399.20","1.45%"
"Feb 27, 1984","393.50","393.50","393.50","393.50","-0.56%"
"Feb 24, 1984","395.70","395.70","395.70","395.70","-0.63%"
"Feb 23, 1984","398.20","398.20","398.20","398.20","0.76%"
"Feb 22, 1984","395.20","395.20","395.20","395.20","1.59%"
"Feb 21, 1984","389.00","389.00","389.00","389.00","1.81%"
"Feb 17, 1984","382.10","382.10","382.10","382.10","-0.47%"
"Feb 16, 1984","383.90","383.90","383.90","383.90","0.23%"
"Feb 15, 1984","383.00","383.00","383.00","383.00","1.86%"
"Feb 14, 1984","376.00","376.00","376.00","376.00","-0.21%"
"Feb 13, 1984","376.80","376.80","376.80","376.80","-0.21%"
"Feb 10, 1984","377.60","377.60","377.60","377.60","-1.41%"
"Feb 09, 1984","383.00","383.00","383.00","383.00","-0.83%"
"Feb 08, 1984","386.20","386.20","386.20","386.20","1.71%"
"Feb 07, 1984","379.70","379.70","379.70","379.70","-0.29%"
"Feb 06, 1984","380.80","380.80","380.80","380.80","-0.60%"
"Feb 03, 1984","383.10","383.10","383.10","383.10","-0.03%"
"Feb 02, 1984","383.20","383.20","383.20","383.20","1.35%"
"Feb 01, 1984","378.10","378.10","378.10","378.10","1.18%"
"Jan 31, 1984","373.70","373.70","373.70","373.70","1.05%"
"Jan 30, 1984","369.80","369.80","369.80","369.80","-0.05%"
"Jan 27, 1984","370.00","370.00","370.00","370.00","0.82%"
"Jan 26, 1984","367.00","367.00","367.00","367.00","0.14%"
"Jan 25, 1984","366.50","366.50","366.50","366.50","0.38%"
"Jan 24, 1984","365.10","365.10","365.10","365.10","-1.68%"
"Jan 23, 1984","371.35","371.35","371.35","371.35","0.04%"
"Jan 20, 1984","371.20","371.20","371.20","371.20","-0.93%"
"Jan 19, 1984","374.70","374.70","374.70","374.70","1.63%"
"Jan 18, 1984","368.70","368.70","368.70","368.70","0.27%"
"Jan 17, 1984","367.70","367.70","367.70","367.70","-0.38%"
"Jan 16, 1984","369.10","369.10","369.10","369.10","-1.10%"
"Jan 13, 1984","373.20","373.20","373.20","373.20","1.28%"
"Jan 12, 1984","368.50","368.50","368.50","368.50","0.22%"
"Jan 11, 1984","367.70","367.70","367.70","367.70","-0.94%"
"Jan 10, 1984","371.20","371.20","371.20","371.20","1.64%"
"Jan 09, 1984","365.20","365.20","365.20","365.20","-2.67%"
"Jan 06, 1984","375.20","375.20","375.20","375.20","0.00%"
"Jan 05, 1984","375.20","375.20","375.20","375.20","0.32%"
"Jan 04, 1984","374.00","374.00","374.00","374.00","-2.35%"
"Jan 03, 1984","383.00","383.00","383.00","383.00","0.39%"
"Dec 30, 1983","381.50","381.50","381.50","381.50","-0.24%"
"Dec 29, 1983","382.40","382.40","382.40","382.40","1.16%"
"Dec 28, 1983","378.00","378.00","378.00","378.00","0.08%"
"Dec 27, 1983","377.70","377.70","377.70","377.70","-0.74%"
"Dec 23, 1983","380.50","380.50","380.50","380.50","0.42%"
"Dec 22, 1983","378.90","378.90","378.90","378.90","0.08%"
"Dec 21, 1983","378.60","378.60","378.60","378.60","0.13%"
"Dec 20, 1983","378.10","378.10","378.10","378.10","0.83%"
"Dec 19, 1983","375.00","375.00","375.00","375.00","-0.58%"
"Dec 16, 1983","377.20","377.20","377.20","377.20","-2.96%"
"Dec 15, 1983","388.70","388.70","388.70","388.70","-0.08%"
"Dec 14, 1983","389.00","389.00","389.00","389.00","-0.05%"
"Dec 13, 1983","389.20","389.20","389.20","389.20","-0.51%"
"Dec 12, 1983","391.20","391.20","391.20","391.20","0.64%"
"Dec 09, 1983","388.70","388.70","388.70","388.70","-3.07%"
"Dec 08, 1983","401.00","401.00","401.00","401.00","0.33%"
"Dec 07, 1983","399.70","399.70","399.70","399.70","0.68%"
"Dec 06, 1983","397.00","397.00","397.00","397.00","-0.05%"
"Dec 05, 1983","397.20","397.20","397.20","397.20","-0.87%"
"Dec 02, 1983","400.70","400.70","400.70","400.70","0.38%"
"Dec 01, 1983","399.20","399.20","399.20","399.20","-1.43%"
"Nov 30, 1983","405.00","405.00","405.00","405.00","3.45%"
"Nov 29, 1983","391.50","391.50","391.50","391.50","-0.68%"
"Nov 28, 1983","394.20","394.20","394.20","394.20","4.92%"
"Nov 25, 1983","375.70","375.70","375.70","375.70","0.00%"
"Nov 23, 1983","375.70","375.70","375.70","375.70","-0.21%"
"Nov 22, 1983","376.50","376.50","376.50","376.50","0.61%"
"Nov 21, 1983","374.20","374.20","374.20","374.20","-0.27%"
"Nov 18, 1983","375.20","375.20","375.20","375.20","-0.13%"
"Nov 17, 1983","375.70","375.70","375.70","375.70","-1.96%"
"Nov 16, 1983","383.20","383.20","383.20","383.20","0.00%"
"Nov 15, 1983","383.20","383.20","383.20","383.20","0.16%"
"Nov 14, 1983","382.60","382.60","382.60","382.60","0.16%"
"Nov 11, 1983","382.00","382.00","382.00","382.00","0.05%"
"Nov 10, 1983","381.80","381.80","381.80","381.80","-0.31%"
"Nov 09, 1983","383.00","383.00","383.00","383.00","0.21%"
"Nov 08, 1983","382.20","382.20","382.20","382.20","0.84%"
"Nov 07, 1983","379.00","379.00","379.00","379.00","-0.52%"
"Nov 04, 1983","381.00","381.00","381.00","381.00","0.87%"
"Nov 03, 1983","377.70","377.70","377.70","377.70","-1.38%"
"Nov 02, 1983","383.00","383.00","383.00","383.00","1.40%"
"Nov 01, 1983","377.70","377.70","377.70","377.70","-1.13%"
"Oct 31, 1983","382.00","382.00","382.00","382.00","-1.47%"
"Oct 28, 1983","387.70","387.70","387.70","387.70","0.83%"
"Oct 27, 1983","384.50","384.50","384.50","384.50","-2.06%"
"Oct 26, 1983","392.60","392.60","392.60","392.60","-1.36%"
"Oct 25, 1983","398.00","398.00","398.00","398.00","0.89%"
"Oct 24, 1983","394.50","394.50","394.50","394.50","0.08%"
"Oct 21, 1983","394.20","394.20","394.20","394.20","1.15%"
"Oct 20, 1983","389.70","389.70","389.70","389.70","-1.09%"
"Oct 19, 1983","394.00","394.00","394.00","394.00","-0.81%"
"Oct 18, 1983","397.20","397.20","397.20","397.20","0.56%"
"Oct 17, 1983","395.00","395.00","395.00","395.00","-0.93%"
"Oct 14, 1983","398.70","398.70","398.70","398.70","0.03%"
"Oct 13, 1983","398.60","398.60","398.60","398.60","0.99%"
"Oct 12, 1983","394.70","394.70","394.70","394.70","-1.08%"
"Oct 11, 1983","399.00","399.00","399.00","399.00","0.40%"
"Oct 10, 1983","397.40","397.40","397.40","397.40","0.00%"
"Oct 07, 1983","397.40","397.40","397.40","397.40","0.86%"
"Oct 06, 1983","394.00","394.00","394.00","394.00","1.16%"
"Oct 05, 1983","389.50","389.50","389.50","389.50","-1.02%"
"Oct 04, 1983","393.50","393.50","393.50","393.50","1.16%"
"Oct 03, 1983","389.00","389.00","389.00","389.00","-3.95%"
"Sep 30, 1983","405.00","405.00","405.00","405.00","-0.91%"
"Sep 29, 1983","408.70","408.70","408.70","408.70","-1.18%"
"Sep 28, 1983","413.60","413.60","413.60","413.60","0.34%"
"Sep 27, 1983","412.20","412.20","412.20","412.20","-0.67%"
"Sep 26, 1983","415.00","415.00","415.00","415.00","0.48%"
"Sep 23, 1983","413.00","413.00","413.00","413.00","1.30%"
"Sep 22, 1983","407.70","407.70","407.70","407.70","-0.85%"
"Sep 21, 1983","411.20","411.20","411.20","411.20","-0.27%"
"Sep 20, 1983","412.30","412.30","412.30","412.30","0.02%"
"Sep 19, 1983","412.20","412.20","412.20","412.20","1.73%"
"Sep 15, 1983","405.20","405.20","405.20","405.20","0.87%"
"Sep 14, 1983","401.70","401.70","401.70","401.70","-1.23%"
"Sep 13, 1983","406.70","406.70","406.70","406.70","-2.17%"
"Sep 12, 1983","415.70","415.70","415.70","415.70","0.24%"
"Sep 09, 1983","414.70","414.70","414.70","414.70","0.17%"
"Sep 08, 1983","414.00","414.00","414.00","414.00","0.19%"
"Sep 07, 1983","413.20","413.20","413.20","413.20","-1.20%"
"Sep 06, 1983","418.20","418.20","418.20","418.20","0.17%"
"Sep 02, 1983","417.50","417.50","417.50","417.50","0.22%"
"Sep 01, 1983","416.60","416.60","416.60","416.60","0.58%"
"Aug 31, 1983","414.20","414.20","414.20","414.20","-0.93%"
"Aug 30, 1983","418.10","418.10","418.10","418.10","0.38%"
"Aug 29, 1983","416.50","416.50","416.50","416.50","-0.12%"
